ZCTA,Total_Population,Male_Under_5,Male_5_to_9,Male_10_to_14,Male_15_to_17,Male_18_to_19,Male_22_to_24,Male_25_to_29,Male_30_to_34,Male_35_to_39,Male_40_to_44,Male_45_to_49,Male_50_to_54,Male_55_to_59,Male_60_to_61,Male_62_to_64,Male_65_to_66,Male_67_to_69,Male_70_to_74,Male_75_to_79,Male_80_to_84,Male_85_plus,Female_Under_5,Female_5_to_9,Female_10_to_14,Female_15_to_17,Female_18_to_19,Female_22_to_24,Female_25_to_29,Female_30_to_34,Female_35_to_39,Female_40_to_44,Female_45_to_49,Female_50_to_54,Female_55_to_59,Female_60_to_61,Female_62_to_64,Female_65_to_66,Female_67_to_69,Female_70_to_74,Female_75_to_79,Female_80_to_84,Female_85_plus,Total_Race,White_Alone,Black_Alone,AI_AN_Alone,Asian_Alone,NHPI_Alone,Other_Race_Alone,Two_or_More_Races,Total_Ethnicity,Not_Hispanic,Hispanic_Latino,Total_Education,Male_Less_9th,Male_Some_HS,Male_HS_Grad,Male_Some_College,Male_Associates,Male_Bachelors,Male_Graduate,Female_Less_9th,Female_Some_HS,Female_HS_Grad,Female_Some_College,Female_Associates,Female_Bachelors,Female_Graduate,Total_Employment,In_Labor_Force,Civilian_Labor_Force,Employed,Unemployed,Armed_Forces,Not_in_Labor_Force,Median_Household_Income,Per_Capita_Income,Total_Households,Population_Under_18,Population_18_to_64,Population_65_plus,Working_Age_25_54,Less_than_HS,HS_Grad_or_Equivalent,Some_College,Associates_Degree,Bachelors_or_Higher,Labor_Force_Participation_Rate,Unemployment_Rate,Pct_White,Pct_Black,Pct_Asian,Pct_Hispanic
75088,27143,668,968,717,480,216,473,1229,1082,735,815,601,1157,1202,331,640,236,324,608,342,193,121,1059,896,477,604,288,575,918,871,978,785,962,950,1260,310,495,262,410,712,375,136,200,27143,18427,4359,223,1094,28,689,2323,27143,21684,5459,19240,9616,51,30,23,91,71,100,66,181,2587,910,1371,975,2215,22078,15743,15743,15173,570,0,6335,101995.0,44292.0,9676,5869,16873,3919,11083,9914,2617,933,1462,3361,71.31,3.62,67.89,16.06,4.03,20.11
75089,34974,1167,981,1280,1388,509,522,1331,1343,904,1061,1387,1620,1242,496,555,245,328,513,218,52,182,965,1176,1160,800,335,377,1111,1228,1028,1771,1463,1242,1324,524,555,257,327,437,314,262,106,34974,17517,9473,53,3361,0,887,3683,34974,27215,7759,23426,11477,97,30,26,287,0,36,108,423,2269,786,1647,1184,3071,27361,19652,19637,18771,866,15,7709,119332.0,42078.0,11364,8917,21928,3241,15489,12105,2299,812,1934,4291,71.82,4.41,50.09,27.09,9.61,22.19
75093,47069,1536,1294,1554,821,493,593,1066,1759,1349,1993,1490,1533,1682,774,1125,585,730,1093,746,302,183,985,1148,1347,941,521,724,1057,1722,2035,1414,1566,2111,1940,582,989,706,861,1495,731,472,556,47069,29424,3852,123,9177,0,1179,3314,47069,42688,4381,34647,16410,79,17,5,0,38,0,49,115,1088,384,1342,822,6963,38613,25219,25158,24254,904,61,13394,121360.0,80152.0,19475,9626,28518,8460,19095,16653,1105,389,1342,7823,65.31,3.59,62.51,8.18,19.5,9.31
75094,23370,442,1040,1422,1065,481,159,178,216,647,666,1462,1079,587,265,315,185,254,392,307,114,0,464,766,1473,970,279,391,371,292,646,1298,1260,1008,670,200,344,139,371,320,247,22,51,23370,11078,2161,114,8856,0,150,1011,23370,22697,673,13906,6667,80,0,58,15,13,0,56,36,1082,247,664,646,1893,17013,11348,11348,10805,543,0,5665,152461.0,46995.0,6384,7642,12814,2402,9123,6839,1082,305,679,2552,66.7,4.78,47.4,9.25,37.89,2.88
75098,65655,2286,2527,2127,1344,1417,1431,2039,2133,2513,2183,2883,2727,1895,612,579,349,524,564,589,94,166,2649,2659,2583,1692,1300,1266,1264,2800,2950,2941,2625,2019,1796,578,630,779,714,890,568,436,189,65655,41026,7826,329,6450,17,2073,7934,65655,53692,11963,41029,19850,453,93,145,30,192,143,100,310,3850,1472,3526,1753,5372,49984,36923,36905,35623,1282,18,13061,112198.0,41361.0,20779,17867,40581,5862,29077,20713,3943,1617,3556,7460,73.87,3.47,62.49,11.92,9.82,18.22
75101,668,12,19,19,7,18,8,29,16,16,4,37,21,9,2,9,23,16,10,10,2,1,8,25,65,14,9,23,16,45,17,12,12,14,30,5,7,16,4,20,3,7,0,668,363,164,29,0,0,33,79,668,423,245,413,205,4,2,10,17,16,5,15,15,86,13,3,16,3,520,323,323,287,36,0,197,50455.0,20588.0,216,169,359,112,239,239,88,23,20,40,62.12,11.15,54.34,24.55,0.0,36.68
75104,49291,1458,1794,2766,1243,589,1255,1512,1274,1393,1335,2011,1407,1201,558,772,363,812,805,356,120,135,1409,1930,1935,1111,564,905,1825,1687,1661,2014,2009,1311,1708,1121,879,577,740,907,263,120,276,49291,15607,24791,81,945,179,3206,4482,49291,36373,12918,31152,14054,220,13,339,233,98,100,177,328,3778,1243,2887,912,2645,37280,25985,25917,24158,1759,68,11295,84760.0,35584.0,16240,13646,28991,5474,19439,14779,3791,1582,3120,3755,69.7,6.79,31.66,50.3,1.92,26.21
75114,7123,194,183,302,206,37,147,278,164,287,328,245,273,134,150,107,62,61,183,43,49,6,171,437,228,207,8,148,399,136,388,151,351,224,131,42,77,80,42,89,119,5,25,7123,5176,389,28,34,0,503,993,7123,5023,2100,4629,2370,171,18,7,80,11,11,14,22,749,249,387,381,188,5411,3582,3582,3401,181,0,1829,96484.0,37127.0,2281,1928,4205,764,3224,2577,767,256,467,591,66.2,5.05,72.67,5.46,0.48,29.48
75115,56012,1507,1715,1600,1328,1273,1067,1114,1453,1467,1797,1521,2079,2182,655,703,642,657,1018,696,435,235,1523,1591,2279,1243,557,667,2035,1360,2131,2153,2569,3052,2079,569,1017,617,976,1481,792,502,559,56012,9988,37499,62,517,67,3279,4600,56012,45667,10345,38546,16654,88,171,335,84,217,406,112,352,4664,1542,2793,1516,2761,44958,30661,30661,28283,2378,0,14297,81895.0,36802.0,20429,12786,33500,8610,22731,17206,4835,1877,2877,4900,68.2,7.76,17.83,66.95,0.92,18.47
75116,20145,386,805,812,411,379,425,609,455,1271,484,393,382,702,183,491,234,396,339,250,165,98,647,616,1118,431,169,372,591,778,683,623,315,512,561,277,350,232,293,408,377,149,386,20145,8469,5313,80,496,0,3785,2002,20145,10749,9396,12987,6452,358,39,96,82,448,201,45,128,2103,375,890,451,818,15543,9551,9551,8653,898,0,5992,57245.0,24203.0,6907,5226,11005,3327,7096,6983,2142,471,972,1918,61.45,9.4,42.04,26.37,2.46,46.64
75119,29509,954,1028,1409,997,423,661,1088,872,738,1244,738,816,709,550,571,289,384,481,207,94,123,789,806,1131,427,545,529,1019,1174,801,1041,821,993,839,441,729,415,413,398,319,267,262,29509,21220,2536,178,82,8,2570,2915,29509,17145,12364,18836,8904,431,32,274,238,267,107,354,101,3005,733,1346,642,934,22799,15933,15933,15391,542,0,6866,77225.0,31916.0,10230,7541,17342,3652,11345,9790,3037,1007,1584,1950,69.88,3.4,71.91,8.59,0.28,41.9
75125,6920,369,164,231,161,101,100,139,224,107,390,151,156,179,80,61,36,90,64,92,66,121,454,179,373,189,69,103,166,207,96,494,194,122,314,194,97,75,97,78,157,10,76,6920,3408,640,303,2,0,839,1728,6920,2607,4313,4333,1956,93,14,142,1,290,42,38,89,409,183,402,34,147,4944,3219,3219,3090,129,0,1725,63684.0,22477.0,2162,2120,3744,962,2446,2176,423,325,403,513,65.11,4.01,49.25,9.25,0.03,62.33
75126,67852,3419,3847,2741,1830,740,1478,2209,3428,2963,2430,2171,2005,1610,532,1016,441,490,483,314,309,124,2259,2637,2744,1324,861,1114,1843,3351,3399,2972,2100,1935,1368,541,908,461,418,790,296,152,187,67852,39437,15812,246,2114,26,2650,7567,67852,53490,14362,41246,20525,487,71,15,144,236,152,262,449,4447,1588,3802,2422,4893,49129,36942,36814,35039,1775,128,12187,101456.0,38342.0,21282,20801,40974,4465,30806,21723,4518,1603,3946,7703,75.19,4.82,58.12,23.3,3.12,21.17
75132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
75134,20179,1207,644,753,545,372,199,784,649,582,535,523,590,969,65,293,110,36,183,80,89,37,748,736,982,599,352,387,835,818,558,770,765,474,695,100,295,102,337,455,284,91,93,20179,3456,13387,0,47,0,1806,1483,20179,15136,5043,12197,5525,89,0,92,73,203,121,116,213,1601,678,908,683,476,14634,10181,10146,9706,440,35,4453,65114.0,28212.0,6849,6214,11610,1897,7883,5943,1601,770,981,1483,69.57,4.34,17.13,66.34,0.23,24.99
75135,8515,162,385,511,478,77,160,170,321,209,220,457,315,328,57,61,83,140,105,144,51,44,330,253,148,300,45,78,270,246,283,405,300,208,354,75,58,30,92,193,68,38,44,8515,6441,520,51,64,0,702,737,8515,6851,1664,5369,2705,31,4,15,19,43,34,50,7,894,226,417,302,469,6460,4334,4334,3946,388,0,2126,88369.0,34903.0,2683,2567,4697,1032,3404,2793,898,241,436,848,67.09,8.95,75.64,6.11,0.75,19.54
75137,20013,658,616,759,541,478,204,459,434,426,371,512,721,621,482,395,166,222,469,210,49,55,696,707,797,537,359,158,637,500,720,854,718,766,604,267,351,372,341,549,306,106,193,20013,7785,7611,340,185,0,1656,2436,20013,12462,7551,12876,5592,159,29,117,87,222,35,171,299,1616,412,768,354,852,15441,9742,9742,9166,576,0,5699,81160.0,34094.0,6742,5311,11037,3038,7118,6221,1645,529,855,1463,63.09,5.91,38.9,38.03,0.92,37.73
75141,4510,245,164,291,111,85,109,215,73,124,52,128,132,137,23,95,6,40,30,32,7,0,308,126,239,40,95,136,211,195,186,40,96,132,97,116,57,57,9,46,22,15,28,4510,1196,2049,0,0,0,411,854,4510,2395,2115,2401,1094,87,30,63,27,130,31,10,28,277,105,144,50,78,3137,2015,2015,1934,81,0,1122,45213.0,17334.0,1327,1524,2534,292,1584,1219,307,168,171,289,64.23,4.02,26.52,45.43,0.0,46.9
75142,22756,698,737,1004,546,364,494,508,640,760,1142,568,567,788,222,439,259,505,299,207,133,124,1130,856,1161,454,465,301,712,631,968,585,560,382,771,337,358,266,396,278,272,149,192,22756,16342,993,46,1,0,1462,3912,22756,14069,8687,14018,7161,312,64,345,164,335,393,225,238,2790,504,689,309,618,16789,11023,11023,10623,400,0,5766,75072.0,29610.0,6996,6586,12562,3080,8023,7936,2854,849,853,1655,65.66,3.63,71.81,4.36,0.0,38.17
75143,14584,446,449,718,174,145,411,344,490,391,385,447,502,492,246,262,153,297,389,216,182,37,353,532,384,263,74,286,348,492,336,461,374,428,414,298,467,142,363,461,356,188,201,14584,13398,79,52,58,5,175,817,14584,12684,1900,10162,4833,78,27,49,79,139,130,178,105,1893,362,771,212,635,11506,6422,6422,6053,369,0,5084,64178.0,32644.0,5475,3319,8093,2985,4998,5194,1920,411,850,1116,55.81,5.75,91.87,0.54,0.4,13.03
75146,24089,936,912,1280,326,357,319,601,412,654,670,803,680,519,299,333,179,254,121,119,56,56,1367,1168,911,532,283,205,1104,1240,1191,1031,636,861,718,377,560,115,395,365,126,155,165,24089,4573,16419,40,246,0,931,1880,24089,19535,4554,14795,5756,229,0,22,23,188,79,78,77,1840,513,881,624,965,17205,11945,11912,10864,1048,33,5260,68001.0,29723.0,8493,7432,13853,2106,9883,6140,1840,535,904,1856,69.43,8.8,18.98,68.16,1.02,18.9
75147,8239,141,333,285,223,251,224,127,274,26,416,304,365,77,33,185,80,131,299,55,30,13,181,319,416,225,105,93,219,368,108,344,281,334,78,26,201,44,211,226,170,87,76,8239,7289,161,0,29,23,22,715,8239,7253,986,5188,2415,69,0,4,81,22,97,25,28,647,346,488,122,416,6449,3973,3973,3697,276,0,2476,49167.0,26957.0,2828,2123,4439,1422,3166,2537,647,350,569,657,61.61,6.95,88.47,1.95,0.35,11.97
75149,59371,1951,2155,2905,1478,1095,789,1567,2569,1570,1742,1576,1875,1849,432,789,462,490,805,364,182,249,2109,2662,2118,1250,1232,1427,1911,2121,2519,1856,2173,2142,2036,548,808,342,804,1011,699,504,605,59371,27587,14453,871,684,8,6907,8861,59371,31481,27890,36600,16521,518,173,735,397,1161,242,219,655,5693,1511,2333,1066,1155,44425,30276,30276,28977,1299,0,14149,64858.0,25237.0,19826,16628,34626,6517,23621,17913,5866,2246,2730,3624,68.15,4.29,46.47,24.34,1.15,46.98
75150,63895,2719,2361,2487,1747,939,1660,2692,2223,2147,1877,1885,1616,1816,679,835,437,834,590,665,300,453,1688,1977,2430,1257,1274,1162,1991,2364,1938,2127,2531,1950,1796,636,1004,669,900,1212,975,666,710,63895,31284,13353,445,1861,0,6805,10147,63895,33527,30368,40518,19049,551,294,615,289,704,573,274,989,6014,1333,3125,1199,2164,49212,34841,34841,32983,1858,0,14371,66265.0,28233.0,22931,16666,37142,8411,25341,20863,6308,1948,3414,4640,70.8,5.33,48.96,20.9,2.91,47.53
75152,5859,130,256,261,188,110,225,172,171,114,363,186,259,217,73,83,49,24,71,43,38,17,163,311,175,54,144,122,118,247,230,269,232,177,115,24,90,25,80,37,58,59,4,5859,4674,110,317,13,0,436,309,5859,3806,2053,3645,1880,32,11,16,48,14,68,43,54,815,88,220,151,262,4524,3074,3074,2919,155,0,1450,81772.0,33562.0,1914,1538,3741,505,2538,2009,826,104,268,495,67.95,5.04,79.77,1.88,0.22,35.04
75154,48510,1666,1783,2429,1190,622,1052,1312,1330,1727,1654,1777,1851,1462,735,805,599,578,475,713,231,94,1279,1863,1379,1215,734,1427,1373,1426,1234,1856,1828,1729,1762,733,793,500,682,656,413,293,279,48510,24793,14979,542,458,0,2756,4982,48510,36804,11706,30900,15343,221,251,154,177,197,155,149,335,4881,1131,2296,1359,2630,37341,25553,25553,24115,1438,0,11788,95035.0,38708.0,15535,12804,29222,5513,19097,16048,5132,1285,2473,4341,68.43,5.63,51.11,30.88,0.94,24.13
75157,216,9,3,0,5,2,2,5,4,9,7,16,6,16,2,7,15,7,0,3,0,0,3,10,4,1,0,2,0,2,2,13,14,6,4,5,2,0,15,4,0,0,8,216,164,13,3,0,0,0,36,216,203,13,172,97,0,5,0,6,0,13,0,0,44,14,7,4,2,182,110,110,98,12,0,72,,26024.0,92,35,126,52,84,97,49,14,13,19,60.44,10.91,75.93,6.02,0.0,6.02
75158,6202,193,243,165,67,12,102,319,98,241,190,122,291,220,58,123,64,67,140,95,24,19,160,388,216,162,239,50,228,129,181,191,147,207,162,161,173,105,43,76,47,8,105,6202,5337,170,112,0,0,201,382,6202,5360,842,4034,2071,0,0,0,53,7,112,89,50,658,258,253,186,307,4802,2979,2979,2913,66,0,1823,88125.0,36202.0,1869,1594,3644,793,2344,2210,658,258,306,612,62.04,2.22,86.05,2.74,0.0,13.58
75159,22751,1009,813,813,499,207,476,949,797,1288,1161,734,798,563,260,404,80,203,586,225,98,88,735,914,870,533,172,291,524,695,578,787,663,469,322,283,368,213,393,444,315,142,200,22751,13185,3257,186,216,14,2733,3160,22751,11914,10837,14630,8234,427,137,609,168,337,86,383,318,2876,772,973,364,608,17262,9772,9772,9077,695,0,7490,69301.0,25038.0,6469,6186,12789,2987,9443,9362,3013,1381,1141,1395,56.61,7.11,57.95,14.32,0.95,47.63
75160,25964,701,892,993,582,587,265,814,692,717,542,741,840,921,152,600,327,248,493,283,147,131,927,807,1038,1008,222,433,1197,816,735,604,701,847,737,329,696,287,349,831,489,362,260,25964,15779,4762,74,30,22,1235,4062,25964,17858,8106,16888,7648,343,0,112,161,118,68,243,212,2421,719,1201,484,1220,20085,12459,12459,11694,765,0,7626,67102.0,29387.0,8719,6948,14188,4207,9246,8446,2421,831,1362,1890,62.03,6.14,60.77,18.34,0.12,31.22
75161,6468,81,144,126,108,87,89,186,123,249,107,265,343,284,133,140,61,100,92,131,18,116,135,146,110,56,5,85,164,240,121,159,483,434,413,80,215,41,76,196,112,61,112,6468,5194,166,69,0,0,391,648,6468,5211,1257,5255,2348,8,83,82,85,11,88,41,135,830,175,260,286,159,5637,3527,3527,3253,274,0,2110,74932.0,35225.0,2388,906,4405,1116,2874,2532,913,257,345,544,62.57,7.77,80.3,2.57,0.0,19.43
75164,430,0,0,0,16,0,25,8,5,0,15,0,0,29,0,0,15,36,32,0,16,0,4,14,0,0,0,8,0,5,6,0,0,46,21,0,7,0,62,11,18,0,0,430,390,12,0,0,0,0,28,430,414,16,332,156,0,0,0,29,0,0,0,6,55,12,33,21,0,412,189,189,189,0,0,223,52736.0,23512.0,175,34,175,190,85,162,55,12,62,21,45.87,0.0,90.7,2.79,0.0,3.72
75165,48970,1876,1714,1529,1029,951,1133,1936,1834,1744,1303,1337,1173,1759,429,480,439,625,1055,339,320,304,1594,1401,2024,1562,642,795,1995,1900,1771,1653,1308,1426,1377,369,786,566,816,850,712,291,583,48970,33468,7203,242,339,115,2835,4768,48970,36718,12252,31480,15077,450,62,129,71,226,209,289,213,4050,1270,2729,1378,2768,37966,25235,25196,24290,906,39,12731,83970.0,35522.0,17069,12729,28101,6900,19380,16029,4112,1399,2800,4581,66.47,3.6,68.34,14.71,0.69,25.02
75166,5762,183,312,153,139,36,99,175,236,393,218,57,186,140,94,45,72,59,63,46,18,0,185,271,204,107,102,102,254,201,213,320,161,207,141,67,148,37,28,97,22,34,30,5762,3862,846,212,159,73,69,541,5762,4729,1033,3762,1802,8,0,0,0,0,0,12,0,442,129,359,173,482,4304,3430,3430,3373,57,0,874,123653.0,45354.0,1887,1554,3595,506,2621,1822,442,129,359,655,79.69,1.66,67.03,14.68,2.76,17.93
75167,13421,267,532,547,212,129,320,324,578,533,497,641,373,594,188,296,114,106,115,107,4,44,280,506,753,240,49,555,220,376,591,491,418,381,647,115,245,77,117,233,214,41,68,13421,9832,1196,11,234,0,1024,1124,13421,10766,2655,8748,4514,136,0,11,191,48,60,49,65,1055,99,929,367,1110,10381,7629,7596,7269,327,33,2752,117254.0,43414.0,4176,3337,8561,1240,5423,4764,1055,110,1120,1585,73.49,4.3,73.26,8.91,1.74,19.78
75172,5378,375,224,230,110,0,85,235,139,239,90,31,108,142,146,115,143,46,49,66,47,0,229,51,147,19,33,390,272,230,183,242,52,317,221,34,25,29,73,160,0,0,41,5378,2237,1568,0,0,0,948,625,5378,2799,2579,3475,1596,134,81,106,13,182,35,69,75,565,50,54,152,63,4103,2652,2652,2484,168,0,1451,63003.0,22573.0,1766,1385,3329,654,2138,1874,646,156,67,432,64.64,6.33,41.6,29.16,0.0,47.95
75173,9296,440,407,488,409,178,66,439,255,456,260,340,456,311,221,58,18,153,200,40,47,33,218,297,230,139,80,222,218,293,302,225,394,306,321,88,113,54,36,163,55,44,8,9296,6881,302,87,112,0,748,1166,9296,6685,2611,5907,3287,22,2,133,25,19,34,54,23,1250,344,740,150,357,7127,4925,4925,4624,301,0,2202,96636.0,34256.0,2664,2628,5602,851,3944,3386,1252,477,765,560,69.1,6.11,74.02,3.25,1.2,28.09
75180,27050,952,1356,979,693,290,562,1263,776,808,766,1295,418,757,400,339,217,244,259,130,65,31,1031,1189,1127,942,388,355,735,931,860,773,763,889,897,152,525,308,484,387,255,60,185,27050,10579,7843,318,20,0,3094,5196,27050,12367,14683,15972,7768,225,257,676,207,663,133,226,186,2546,480,765,881,356,19839,13439,13439,12268,1171,0,6400,57827.0,22986.0,8112,8269,14942,2625,10277,8405,2803,1156,972,2033,67.74,8.71,39.11,28.99,0.07,54.28
75181,27980,1281,1023,1293,597,438,623,819,1213,881,773,697,810,895,204,677,317,248,250,105,34,43,1537,1484,1241,867,567,471,723,954,944,759,1057,694,1014,305,391,353,299,339,162,40,181,27980,10457,9451,325,1174,16,1793,4764,27980,17680,10300,16181,7966,58,102,250,10,216,33,71,292,2464,729,1165,1055,987,19745,14031,13991,13573,418,40,5714,107734.0,31651.0,7951,9323,15909,2371,10324,8387,2566,979,1175,2291,71.06,2.99,37.37,33.78,4.2,36.81
75182,7873,39,333,616,207,75,265,138,175,134,262,301,328,308,130,122,88,176,131,63,140,14,236,166,435,91,7,177,27,276,182,285,425,259,352,136,136,102,115,167,43,58,49,7873,4762,994,11,1574,0,15,517,7873,7348,525,5122,2510,35,0,0,32,0,0,13,10,232,79,214,195,1000,6008,4303,4303,4051,252,0,1705,152632.0,59789.0,2624,2123,4500,1146,2792,2568,232,79,246,1195,71.62,5.86,60.49,12.63,19.99,6.67
75189,38261,1344,1070,1439,643,543,520,1506,1225,1677,1479,1179,1525,1174,501,479,249,404,413,303,141,154,1419,1536,1895,760,536,1003,1613,1086,2031,1256,1116,1216,1117,575,572,396,356,571,247,108,93,38261,27663,3439,212,683,0,2579,3685,38261,28979,9282,24762,12409,198,0,62,133,6,49,80,392,3632,1076,2319,1362,2309,28975,20415,20392,19614,778,23,8560,114068.0,40966.0,12919,10106,23929,3435,16909,13079,3632,1138,2452,3726,70.46,3.82,72.3,8.99,1.79,24.26
75201,17985,131,157,60,84,8,798,2009,1906,751,744,410,640,593,234,216,193,173,129,33,27,0,84,157,42,15,0,1604,2361,1127,882,434,330,369,328,179,75,59,117,160,25,35,170,17985,12397,2288,129,1287,0,415,1469,17985,15428,2557,14709,8058,35,0,33,22,0,27,42,15,828,313,864,194,3236,17305,15140,15140,14644,496,0,2165,102891.0,96253.0,11514,730,15998,1121,11963,8150,828,346,886,3457,87.49,3.28,68.93,12.72,7.16,14.22
75202,2421,58,23,0,0,1,51,298,273,155,125,13,136,89,33,24,53,33,12,48,0,12,17,0,0,14,30,81,264,184,83,50,26,59,9,36,62,11,17,11,0,16,0,2421,1701,231,4,107,0,45,333,2421,1925,496,2132,1304,0,15,0,0,8,0,0,0,71,0,192,93,498,2323,1958,1958,1930,28,0,365,113843.0,100308.0,1578,112,2082,213,1666,1304,86,0,192,599,84.29,1.43,70.26,9.54,4.42,20.49
75203,16265,545,813,709,434,153,432,619,506,690,534,640,478,415,111,145,70,122,430,60,26,80,703,453,455,498,132,361,927,412,465,656,635,333,281,130,416,125,142,283,232,138,142,16265,7135,5614,300,133,14,1530,1539,16265,7242,9023,10243,4926,363,128,307,176,228,126,119,263,1203,321,537,326,467,12289,7667,7667,6940,727,0,4622,43376.0,24137.0,6204,4610,9471,1850,6895,5671,1331,628,713,1147,62.39,9.48,43.87,34.52,0.82,55.47
75204,31627,744,293,371,206,253,1487,3708,2998,1505,1297,926,776,604,370,366,231,261,280,39,54,43,275,333,118,259,108,2061,3849,2407,1198,760,609,503,599,165,281,98,142,206,158,70,46,31627,20703,4367,131,2107,0,1636,2683,31627,25185,6442,24549,13458,42,33,130,38,87,128,39,153,922,734,992,956,5104,29374,24702,24632,23403,1229,70,4672,88142.0,78797.0,19316,2599,26830,1628,20536,13692,955,864,1030,6275,84.09,4.99,65.46,13.81,6.66,20.37
75205,25212,587,603,929,596,1072,561,806,447,789,534,707,942,770,336,404,237,348,340,235,116,130,505,739,896,445,1069,457,789,659,635,792,978,968,716,257,429,202,330,300,357,150,192,25212,21132,441,118,1329,5,301,1886,25212,22892,2320,14895,7141,54,0,7,0,0,0,9,9,233,117,276,99,2780,20709,12611,12611,12009,602,0,8098,180698.0,116578.0,9226,5300,15117,2937,9046,7213,233,124,276,2879,60.9,4.77,83.82,1.75,5.27,9.2
75206,38432,1085,547,465,223,94,1914,4454,3196,2063,1037,809,597,774,326,375,208,188,449,254,136,64,1403,506,318,83,76,1723,4132,3077,1424,1095,674,615,770,388,421,148,341,288,315,124,184,38432,26862,3603,294,3588,0,1342,2743,38432,32656,5776,28926,14930,124,9,136,14,117,96,0,78,787,292,1664,543,7503,34064,27988,27925,26853,1072,63,6076,84784.0,72212.0,21567,4630,30034,2699,23173,15132,796,428,1678,8259,82.16,3.84,69.89,9.38,9.34,15.03
75207,8029,0,0,2,14,141,400,1426,1300,837,763,426,376,218,79,96,48,37,21,28,0,0,0,0,0,3,20,147,678,218,254,82,27,32,73,9,0,35,0,0,0,0,0,8029,3724,2609,64,233,10,338,1051,8029,6112,1917,7063,5655,28,10,51,90,272,284,384,80,1706,424,856,135,870,8027,2871,2871,2762,109,0,5156,88655.0,38650.0,2335,19,7602,169,6419,6147,1716,475,946,1561,35.77,3.8,46.38,32.49,2.9,23.88
75208,29992,708,923,1033,515,155,556,1972,1571,1259,960,1133,986,925,436,564,455,327,476,342,65,149,856,600,973,361,436,624,1372,1301,855,865,710,933,782,402,682,299,446,597,253,173,160,29992,19225,1830,684,319,0,3364,4570,29992,12516,17476,21450,11620,735,305,474,318,369,156,214,252,2050,380,1196,587,2813,24613,18051,18051,17283,768,0,6562,75699.0,49943.0,12159,5969,19479,3742,13917,12821,2355,854,1514,3925,73.34,4.25,64.1,6.1,1.06,58.27
75209,14208,620,90,389,287,62,293,578,840,434,272,614,408,605,328,315,121,203,226,196,69,54,392,292,360,118,38,225,703,695,633,519,401,410,471,355,285,159,156,403,189,104,203,14208,10922,1621,52,447,0,301,865,14208,12377,1831,10949,5263,18,0,0,0,87,0,28,8,621,151,468,110,2030,11898,8731,8722,8513,209,9,3167,116477.0,100507.0,6753,2548,9484,2083,6507,5317,621,151,468,2227,73.38,2.4,76.87,11.41,3.15,12.89
75210,8750,763,298,401,317,155,43,227,308,150,147,96,346,170,124,55,72,168,39,119,0,33,544,260,573,154,168,270,252,542,185,169,225,247,354,8,32,52,115,76,182,6,80,8750,2411,4549,0,117,0,810,863,8750,4885,3865,4579,2054,68,103,27,25,30,83,128,138,740,60,414,105,89,5851,3324,3302,2993,309,22,2527,26822.0,14358.0,2849,3310,4273,942,2894,2388,843,87,439,307,56.81,9.36,27.55,51.99,1.34,44.17
75211,73948,2539,2630,2944,1676,1810,1669,2337,2148,2125,2516,2118,2319,2169,875,1090,584,685,923,587,171,435,2509,2752,3251,2499,1820,1710,2506,2327,2314,1826,2576,1821,2475,834,946,506,654,861,702,833,395,73948,38657,6879,1098,643,4,13765,12902,73948,15832,58116,42658,21082,1701,882,1424,1205,1075,868,622,931,5878,1250,1913,717,1734,56024,35690,35673,33299,2374,17,20334,53614.0,21536.0,22587,20800,42331,7336,26933,24336,6760,2674,3118,4394,63.7,6.65,52.28,9.3,0.87,78.59
75212,27045,1107,1038,1259,565,438,574,936,877,845,1033,1026,746,586,258,372,48,329,269,200,66,32,1449,932,1041,842,456,807,853,814,923,815,509,608,551,485,505,281,431,330,238,280,314,27045,11634,6878,219,521,0,2850,4943,27045,8649,18396,15560,7623,570,283,471,397,358,266,197,126,2589,371,682,250,771,19884,12134,12134,11239,895,0,7750,47089.0,19853.0,8401,8233,15017,2818,9985,8516,2872,842,1079,1645,61.02,7.38,43.02,25.43,1.93,68.02
75214,34015,1075,1043,1004,358,418,407,1222,1265,1832,1621,1107,1016,929,432,586,364,469,467,270,149,190,1426,1073,674,432,152,649,1850,1716,1767,1138,936,1125,1116,302,644,276,400,555,245,276,404,34015,27141,2384,285,638,0,817,2750,34015,28212,5803,24669,11919,77,54,76,37,218,30,80,15,1103,252,1366,475,4642,27398,21011,21011,20230,781,0,6387,115304.0,86426.0,15398,7085,22230,4065,16595,12091,1157,328,1403,5365,76.69,3.72,79.79,7.01,1.88,17.06
